Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?",My organisation encouraged people to work remotely,My organisation was well prepared for me to work remotely,It was common for people in my organisation to work remotely,It was easy to get permission to work remotely,I could easily collaborate with colleagues when working remotely,I would recommend remote working to others,,,,
1266,1980,Female,"Electricity, Gas, Water and Waste Services",Electricity Supply,Professionals,ICT Professionals,More than 200,No,Group household,Between 1 and 5 years,Metro,20%,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,
1267,1961,Female,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,Managers,"Hospitality, Retail and Service Managers",I am the only employee,No,Couple with no dependent children,More than 5 years,Regional,50%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,
1268,1986,Male,Manufacturing,Printing (including the Reproduction of Recorded Media),Community and personal service ,Hospitality ,Between 5 and 19,No,Multiple family household,Between 6 and 12 months,Metro,10%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,
1269,1986,Male,Retail Trade,Motor Vehicle and Motor Vehicle Parts Retailing,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,100%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,
1270,1966,Male,Public Administration and Safety,Public Administration,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,10%,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,
1271,2000,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,More than 200,Yes,Single person,Between 1 and 5 years,Metro,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,
1272,1962,Male,Manufacturing,Primary Metal and Metal Product Manufacturing,Sales ,Sales Representatives and Agents,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional,10%,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,
1273,1984,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,Between 6 and 12 months,Metro,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,
1274,1961,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,10%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,
1275,1960,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro,60%,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,
1276,1987,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Sales ,Sales Assistants and Salespersons,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
1277,1956,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Regional,0%,NA,NA,NA,NA,NA,NA,,,,
1278,1964,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Clerical and administrative ,Clerical and Office Support ,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
1279,1984,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
1280,1983,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,40%,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,
1281,1985,Male,"Rental, Hiring and Real Estate Services",Rental and Hiring Services (except Real Estate),Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,50%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,
1282,1968,Female,Wholesale Trade,Other Goods Wholesaling,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,100%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,
1283,1990,Female,Information Media and Telecommunications,Telecommunications Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,
1284,1980,Female,Manufacturing,Fabricated Metal Product Manufacturing,Technicians and trades ,Automotive and Engineering Trades ,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,60%,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,
1285,1955,Female,"Transport, Postal and Warehousing",Warehousing and Storage Services,Clerical and administrative ,Office Managers and Program Administrators,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,100%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,
1286,1978,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,"Legal, Social and Welfare Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,90%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,
1287,1964,Male,Retail Trade,Other Store-Based Retailing,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with dependent children,Between 1 and 5 years,Metro,10%,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,
1288,1958,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,10%,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,
1289,1990,Male,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Technicians and trades ,"Engineering, ICT and Science Technicians",Between 5 and 19,Yes,Single person,Between 1 and 5 years,Metro,10%,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,
1290,1984,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,ICT Professionals,Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
1291,1960,Male,Other Services,Personal and Other Services,Professionals,ICT Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,40%,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,,,
1292,1969,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,0%,NA,NA,NA,NA,NA,NA,,,,
1293,1975,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Office Managers and Program Administrators,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,40%,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,
1294,1957,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Single person,More than 5 years,Metro,100%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
1295,1988,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Office Managers and Program Administrators,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro,40%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,
1296,1988,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Group household,More than 5 years,Metro,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,
1297,1991,Female,Manufacturing,Machinery and Equipment Manufacturing,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,50%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,
1298,1970,Female,Education and Training,Preschool and School Education,Technicians and trades ,Other Technicians and Trades ,More than 200,No,Single person,More than 5 years,Metro,10%,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,
1299,1987,Female,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,100%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,
1300,1990,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
1301,1961,Male,Public Administration and Safety,Public Administration,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with dependent children,More than 5 years,Regional,40%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,
1302,1972,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,
1303,1978,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,20%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,
1304,1990,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,
1305,1994,Male,Education and Training,"Adult, Community and Other Education",Community and personal service ,Health and Welfare Support ,Between 1 and 4,Yes,Group household,More than 5 years,Metro,20%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
1306,1990,Male,Construction,Building Construction,Sales ,Sales Support ,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,,,
1307,1958,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Technicians and trades ,Other Technicians and Trades ,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Regional,100%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,
1308,1972,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,
